"season","week","player_id","player_name","team","points","is_available","ppg","true_position","mfl_position","vbd_mfl","vbd_true"
2018,"YTD",13544,"Wilson, Bobo","TBB",17.72,"1",3.544,"WR","WR",-6.779,-6.779
2017,"YTD",12197,"Perriman, Breshad","BAL",17.7,"0",1.609,"WR","WR",-9.018,-9.018
2018,"YTD",13427,"Tonyan, Robert","GBP",17.7,"1",1.106,"TE","TE",-7.057,-7.057
2020,"YTD",14851,"Hill, K.J.","LAC",17.66,"0",1.177,"WR","WR",-10.317,-10.317
2020,"YTD",12040,"Smith, Keith","ATL",17.6,"1",1.1,"RB","RB",-8.915,-8.915
2020,"YTD",11399,"Griffin, Ryan","NYJ",17.6,"1",1.173,"TE","TE",-9.206,-9.206
2020,"YTD",12261,"Montgomery, Ty","NOS",17.51,"1",2.918,"RB","RB",-7.097,-7.097
2020,"YTD",14359,"Johnson, Jakob","NEP",17.5,"1",1.094,"RB","RB",-8.921,-8.921
2020,"YTD",13290,"Cohen, Tarik","CHI",17.5,"0",5.833,"RB","RB",-4.182,-4.182
2019,"YTD",13254,"Shaheen, Adam","CHI",17.4,"1",2.175,"TE","TE",-6.387,-6.387
2020,"YTD",13918,"Johnson, Danny","WAS",17.34,"1",1.239,"DB","DB",-11.047,-11.047
2017,"YTD",13403,"Koo, Younghoe","FA",17.3,"1",4.325,"PK","PK",-4.597,-4.597
2019,"YTD",13246,"Alie-Cox, Mo","IND",17.3,"1",1.081,"TE","TE",-7.481,-7.481
2017,"YTD",12681,"Adams, Jerell","NYG",17.2,"1",1.075,"TE","TE",-7.288,-7.288
2017,"YTD",11654,"Hill, Jeremy","CIN",17.2,"0",2.457,"RB","RB",-6.837,-6.837
2018,"YTD",13240,"Hill, Brian","ATL",17.08,"0",1.898,"RB","RB",-12.102,-12.102
2018,"YTD",11151,"Barkley, Matt","BUF",17.08,"1",17.08,"QB","QB",-1.546,-1.546
2017,"YTD",13285,"Biegel, Vince","GBP",17,"1",1.889,"LB","LB",-7.799,-9.496
2017,"YTD",12627,"Prosise, C.J.","SEA",17,"0",3.4,"RB","RB",-5.894,-5.894
2017,"YTD",12796,"Jefferson, Quinton","SEA",17,"1",2.833,"DL","DL",-4.767,-4.855
2017,"YTD",12210,"Walford, Clive","OAK",17,"1",1.308,"TE","TE",-7.055,-7.055
2017,"YTD",13208,"Allen, Jonathan","WAS",17,"0",3.4,"DL","DL",-4.2,-4.288
2018,"YTD",13509,"Deayon, Donte","FA",17,"1",4.25,"DB","DB",-6.312,-6.312
2018,"YTD",13787,"Carter, Jermaine","CAR",17,"1",1.062,"LB","LB",-8.938,-8.25
2018,"YTD",13297,"Glasgow, Ryan","CIN",17,"1",5.667,"DL","DL",-3.916,-2.395
2018,"YTD",11805,"Pierre-Louis, Kevin","NYJ",17,"1",1.889,"LB","LB",-8.111,-7.423
2019,"YTD",11772,"Kirksey, Christian","CLE",17,"0",8.5,"LB","LB",-1.375,-0.688000000000001
2019,"YTD",12361,"Nunez-Roches, Rakeem","TBB",17,"1",1.062,"DL","DL",-6.188,-7.813
2019,"YTD",14590,"Al-Shaair, Azeez","SFO",17,"1",1.133,"LB","LB",-8.742,-8.055
2019,"YTD",13820,"Kalambayi, Peter","HOU",17,"1",1.062,"LB","LB",-8.813,-8.126
2019,"YTD",13536,"Irving, Isaiah","CHI",17,"1",1.308,"LB","LB",-8.567,-7.88
2020,"YTD",14206,"Hill, Trysten","DAL",17,"1",3.4,"DL","DL",-3.933,-4.225
2020,"YTD",13275,"Adams, Montravius","GBP",17,"1",2.125,"DL","DL",-5.208,-5.5
2020,"YTD",13134,"Foreman, D'Onta","TEN",17,"1",2.833,"RB","RB",-7.182,-7.182
2020,"YTD",13996,"Haley, Grant","NOS",17,"1",17,"DB","DB",4.714,4.714
2020,"YTD",14214,"Layne, Justin","PIT",17,"1",1.062,"DB","DB",-11.224,-11.224
2020,"YTD",13351,"Colbert, Adrian","NYG",17,"1",2.833,"DB","DB",-9.453,-9.453
2020,"YTD",13837,"Franklin, Zaire","IND",17,"1",1.062,"LB","LB",-10.323,-8.005
2017,"YTD",13529,"Natson, JoJo","NYJ",16.95,"1",2.421,"WR","WR",-8.206,-8.206
2019,"YTD",14372,"Holtz, J.P.","CHI",16.91,"1",1.127,"TE","TE",-7.435,-7.435
2018,"YTD",12476,"Heinicke, Taylor","CAR",16.9,"1",2.817,"QB","QB",-15.809,-15.809
2019,"YTD",13640,"Callaway, Antonio","FA",16.9,"0",4.225,"WR","WR",-6.869,-6.869
2020,"YTD",13816,"Cannon, Trenton","CAR",16.84,"1",1.203,"RB","RB",-8.812,-8.812
2017,"YTD",10334,"Ridley, Stevan","PIT",16.8,"1",8.4,"RB","RB",-0.894,-0.894
2017,"YTD",11951,"Snead, Willie","NOS",16.74,"0",1.522,"WR","WR",-9.105,-9.105
2017,"YTD",12161,"Artis-Payne, Cameron","CAR",16.7,"1",1.285,"RB","RB",-8.009,-8.009
2020,"YTD",14435,"Bonnafon, Reggie","CAR",16.7,"0",8.35,"RB","RB",-1.665,-1.665
2018,"YTD",11659,"Thomas, De'Anthony","KCC",16.64,"1",3.328,"WR","WR",-6.995,-6.995
2018,"YTD",13938,"Greene, Raven","GBP",16.6,"1",2.075,"DB","DB",-8.487,-8.487
2018,"YTD",13190,"Butt, Jake","DEN",16.5,"0",5.5,"TE","TE",-2.663,-2.663
2018,"YTD",13912,"Batson, Cameron","TEN",16.5,"1",1.5,"WR","WR",-8.823,-8.823
2018,"YTD",11177,"Barner, Kenjon","CAR",16.45,"1",1.828,"RB","RB",-12.172,-12.172
2020,"YTD",13613,"Samuels, Jaylen","PIT",16.4,"1",1.171,"RB","RB",-8.844,-8.844
2017,"YTD",10940,"Carrier, Derek","LAR",16.33,"1",1.166,"TE","TE",-7.197,-7.197
2019,"YTD",10983,"Hogan, Chris","CAR",16.33,"1",2.333,"WR","WR",-8.761,-8.761
2018,"YTD",13194,"Sprinkle, Jeremy","WAS",16.28,"1",1.018,"TE","TE",-7.145,-7.145
2018,"YTD",13529,"Natson, JoJo","LAR",16.24,"1",1.249,"WR","WR",-9.074,-9.074
2019,"YTD",14488,"Carlson, Stephen","CLE",16.19,"1",1.799,"TE","TE",-6.763,-6.763
2019,"YTD",13529,"Natson, JoJo","LAR",16.12,"1",1.343,"WR","WR",-9.751,-9.751
2018,"YTD",13623,"Williams, Darrel","KCC",16.1,"1",2.683,"RB","RB",-11.317,-11.317
2019,"YTD",9988,"Brown, Antonio","FA*",16.1,"0",16.1,"WR","WR",5.006,5.006
2017,"YTD",13443,"Carter, Jamal","DEN",16,"1",1,"DB","DB",-9.456,-9.456
2017,"YTD",13017,"Riley, Curtis","TEN",16,"1",3.2,"DB","DB",-7.256,-7.256
2017,"YTD",10989,"Fort, L.J.","PIT",16,"1",3.2,"LB","LB",-6.488,-8.185
2017,"YTD",12743,"Correa, Kamalei","BAL",16,"1",1,"LB","LB",-8.688,-10.385
2018,"YTD",11310,"Minter, Kevin","TBB",16,"1",3.2,"LB","LB",-6.8,-6.112
2019,"YTD",13407,"Borders, Breon","WAS",16,"1",1.333,"DB","DB",-8.792,-8.792
2019,"YTD",13826,"Adams, Matthew","IND",16,"1",1,"LB","LB",-8.875,-8.188
2019,"YTD",13766,"Watts, Armani","KCC",16,"1",1,"DB","DB",-9.125,-9.125
2019,"YTD",13443,"Carter, Jamal","ATL",16,"1",1.6,"DB","DB",-8.525,-8.525
2019,"YTD",12783,"Bush, Deon","CHI",16,"1",1.067,"DB","DB",-9.058,-9.058
2019,"YTD",14579,"Orr, Kareem","TEN",16,"1",8,"DB","DB",-2.125,-2.125
2019,"YTD",13735,"Turay, Kemoko","IND",16,"1",4,"DL","DL",-3.25,-4.875
2019,"YTD",13841,"Crossen, Keion","HOU",16,"1",1,"DB","DB",-9.125,-9.125
2020,"YTD",14932,"Lewis, Terrell","LAR",16,"0",2,"LB","LB",-9.385,-7.067
2020,"YTD",15137,"Arnold, Grayland","PHI",16,"1",4,"DB","DB",-8.286,-8.286
2020,"YTD",13836,"Smith, Andre","BUF",16,"1",1.333,"LB","LB",-10.052,-7.734
2020,"YTD",15007,"Smith-Williams, James","WAS",16,"1",1.143,"DL","DL",-6.19,-6.482
2020,"YTD",14202,"Blair, Marquise","SEA",16,"0",8,"DB","DB",-4.286,-4.286
2020,"YTD",14952,"Lawrence, Rashard","ARI",16,"1",1.778,"DL","DL",-5.555,-5.847
2020,"YTD",14680,"Mone, Bryan","SEA",16,"1",1.6,"DL","DL",-5.733,-6.025
2020,"YTD",13934,"Facyson, Brandon","LAC",16,"1",1.231,"DB","DB",-11.055,-11.055
2020,"YTD",15110,"Thurman, Nick","NEP",16,"1",2.286,"DL","DL",-5.047,-5.339
2020,"YTD",13769,"Street, Kentavius","SFO",16,"1",1.067,"DL","DL",-6.266,-6.558
2019,"YTD",12629,"Booker, Devontae","DEN",15.96,"1",0.997,"RB","RB",-8.691,-8.691
2017,"YTD",13313,"McKenzie, Isaiah","DEN",15.95,"1",1.45,"WR","WR",-9.177,-9.177
2017,"YTD",9452,"Heyward-Bey, Darrius","PIT",15.9,"1",0.994,"WR","WR",-9.633,-9.633
2019,"YTD",11381,"Willson, Luke","SEA",15.9,"1",1.988,"TE","TE",-6.574,-6.574
2018,"YTD",12155,"Abdullah, Ameer","MIN",15.85,"0",1.585,"RB","RB",-12.415,-12.415
2019,"YTD",13673,"Fumagalli, Troy","DEN",15.8,"1",1.436,"TE","TE",-7.126,-7.126
2019,"YTD",12656,"Higgins, Rashard","CLE",15.74,"1",1.574,"WR","WR",-9.52,-9.52
2020,"YTD",14669,"Nixon, Keisean","LVR",15.63,"1",1.042,"DB","DB",-11.244,-11.244
2017,"YTD",10398,"Smith, Lee","OAK",15.6,"1",0.975,"TE","TE",-7.388,-7.388
2018,"YTD",12263,"Waller, Darren","OAK",15.6,"1",3.9,"TE","TE",-4.263,-4.263
2019,"YTD",13647,"Ateman, Marcell","OAK",15.6,"1",1.418,"WR","WR",-9.676,-9.676
2020,"YTD",14827,"Taylor, J.J.","NEP",15.56,"1",2.593,"RB","RB",-7.422,-7.422
2020,"YTD",11854,"Gilbert, Garrett","DAL",15.52,"1",15.52,"QB","QB",-3.007,-3.007
2018,"YTD",13065,"Tomlinson, Eric","NYJ",15.5,"1",1.033,"TE","TE",-7.13,-7.13
2017,"YTD",12864,"Marshall, Byron","WAS",15.47,"1",3.867,"RB","RB",-5.427,-5.427
2018,"YTD",13239,"Penny, Elijhaa","NYG",15.41,"1",1.101,"RB","RB",-12.899,-12.899
2020,"YTD",13868,"Boone, Mike","MIN",15.41,"1",0.963,"RB","RB",-9.052,-9.052
2018,"YTD",12845,"Washington, Dwayne","NOS",15.4,"1",1.185,"RB","RB",-12.815,-12.815
2020,"YTD",13604,"Barkley, Saquon","NYG",15.4,"0",7.7,"RB","RB",-2.315,-2.315
2017,"YTD",13127,"Peterman, Nathan","BUF",15.38,"1",3.845,"QB","QB",-12.76,-12.76
2020,"YTD",10262,"Gabbert, Blaine","TBB",15.32,"1",3.83,"QB","QB",-14.697,-14.697
2019,"YTD",12806,"Janovich, Andy","DEN",15.3,"1",2.186,"RB","RB",-7.502,-7.502
2020,"YTD",14065,"Rypien, Brett","DEN",15.3,"1",5.1,"QB","QB",-13.427,-13.427
2020,"YTD",13785,"Neal, Siran","BUF",15.3,"1",0.956,"DB","DB",-11.33,-11.33
2018,"YTD",10487,"Forbath, Kai","JAC",15.25,"1",5.083,"PK","PK",-3.029,-3.029
2019,"YTD",13192,"Njoku, David","CLE",15.1,"0",3.775,"TE","TE",-4.787,-4.787
2017,"YTD",13509,"Deayon, Donte","NYG",15,"1",3.75,"DB","DB",-6.706,-6.706
2017,"YTD",12806,"Janovich, Andy","DEN",15,"1",0.937,"RB","RB",-8.357,-8.357
2017,"YTD",13311,"Decoud, Treston","HOU",15,"1",1.667,"DB","DB",-8.789,-8.789
2017,"YTD",13453,"Price, Brian","DAL",15,"1",1.875,"DL","DL",-5.725,-5.813
2018,"YTD",13547,"Maulet, Art","FA",15,"1",2.5,"DB","DB",-8.062,-8.062
2018,"YTD",13536,"Irving, Isaiah","CHI",15,"1",1.154,"LB","LB",-8.846,-8.158
2018,"YTD",13965,"Tupou, Josh","CIN",15,"1",2.5,"DL","DL",-7.083,-5.562
2018,"YTD",13284,"Hendrickson, Trey","NOS",15,"1",3,"DL","DL",-6.583,-5.062
2018,"YTD",12987,"Hyder, Kerry","DET",15,"1",2.143,"DL","DL",-7.44,-5.919
2018,"YTD",13326,"Armah, Alexander","CAR",15,"1",0.938,"RB","RB",-13.062,-13.062
2019,"YTD",13938,"Greene, Raven","GBP",15,"1",7.5,"DB","DB",-2.625,-2.625
2019,"YTD",13388,"Langi, Harvey","NYJ",15,"1",0.938,"LB","LB",-8.937,-8.25
2019,"YTD",13685,"Okoronkwo, Ogbonnia","LAR",15,"1",1.5,"LB","LB",-8.375,-7.688
2019,"YTD",14741,"Hayes, Tae","MIA",15,"1",7.5,"DB","DB",-2.625,-2.625
2019,"YTD",13682,"Key, Arden","OAK",15,"1",2.143,"DL","DL",-5.107,-6.732
2020,"YTD",14291,"Johnson, Darryl","BUF",15,"1",1,"DL","DL",-6.333,-6.625
2020,"YTD",12976,"Hamilton, Antonio","KCC",15,"1",0.938,"DB","DB",-11.348,-11.348
2020,"YTD",14728,"Roberson, Derick","TEN",15,"1",1.875,"LB","LB",-9.51,-7.192
2020,"YTD",12489,"Copeland, Brandon","NEP",15,"1",2.5,"DL","LB",-8.885,-5.125
2020,"YTD",13212,"Wormley, Chris","PIT",15,"1",1.154,"DL","DL",-6.179,-6.471
2020,"YTD",13923,"Adeniyi, Ola","PIT",15,"1",1,"LB","LB",-10.385,-8.067
2020,"YTD",14178,"Baker, Deandre","KCC",15,"1",7.5,"DB","DB",-4.786,-4.786
2018,"YTD",12213,"Bell, Blake","JAC",14.97,"1",1.497,"TE","TE",-6.666,-6.666
2019,"YTD",13676,"Smythe, Durham","MIA",14.85,"1",0.928,"TE","TE",-7.634,-7.634
2017,"YTD",12675,"Thomas, Mike","LAR",14.75,"1",1.844,"WR","WR",-8.783,-8.783
2019,"YTD",12213,"Bell, Blake","KCC",14.7,"1",0.98,"TE","TE",-7.582,-7.582
2020,"YTD",14112,"Campbell, Parris","IND",14.7,"0",7.35,"WR","WR",-4.144,-4.144
2017,"YTD",13334,"Henderson, De'Angelo","DEN",14.67,"0",2.934,"RB","RB",-6.36,-6.36
2017,"YTD",12062,"Martino, Freddie","TBB",14.6,"1",1.825,"WR","WR",-8.802,-8.802
2017,"YTD",4397,"Nix, Roosevelt","PIT",14.6,"1",0.912,"RB","RB",-8.382,-8.382
2017,"YTD",12898,"Travis, Ross","IND",14.6,"1",0.973,"TE","TE",-7.39,-7.39
2019,"YTD",14760,"Gafford, Rico","OAK",14.6,"1",3.65,"WR","WR",-7.444,-7.444
2020,"YTD",12394,"Carter, DeAndre","CHI",14.6,"1",1.123,"WR","WR",-10.371,-10.371
2017,"YTD",13146,"Conner, James","PIT",14.4,"0",1.029,"RB","RB",-8.265,-8.265
2018,"YTD",11595,"Miles, Rontez","NYJ",14.4,"1",1.8,"DB","DB",-8.762,-8.762
2017,"YTD",12949,"McEvoy, Tanner","SEA",14.3,"1",0.953,"WR","WR",-9.674,-9.674
2017,"YTD",12363,"Sterling, Neal","NYJ",14.2,"1",1.291,"TE","TE",-7.072,-7.072
2017,"YTD",11701,"Grimble, Xavier","PIT",14.2,"1",0.947,"TE","TE",-7.416,-7.416
2017,"YTD",13066,"Raymond, Kalif","NYG",14.18,"1",1.772,"WR","WR",-8.855,-8.855
2020,"YTD",9706,"Daniel, Chase","DET",14.16,"1",2.832,"QB","QB",-15.695,-15.695
2018,"YTD",11660,"Freeman, Devonta","ATL",14.1,"0",7.05,"RB","RB",-6.95,-6.95
2017,"YTD",12171,"Johnson, David","ARI",14,"0",14,"RB","RB",4.706,4.706
2017,"YTD",12854,"Walker, Joe","PHI",14,"1",1.167,"LB","LB",-8.521,-10.218
2017,"YTD",12961,"Smith, Garrison","SEA",14,"1",2,"DL","DL",-5.6,-5.688
2017,"YTD",13322,"Clark, Chuck","BAL",14,"1",0.933,"DB","DB",-9.523,-9.523
2017,"YTD",13505,"Hall, Marvin","ATL",14,"1",1.75,"WR","WR",-8.877,-8.877
2017,"YTD",11595,"Miles, Rontez","NYJ",14,"1",1.077,"DB","DB",-9.379,-9.379
2017,"YTD",11000,"Stanford, Julian","NYJ",14,"1",0.875,"LB","LB",-8.813,-10.51
2017,"YTD",13459,"Valoaga, Jeremiah","FA",14,"1",1.556,"DL","DL",-6.044,-6.132
2017,"YTD",13248,"Conley, Gareon","OAK",14,"1",7,"DB","DB",-3.456,-3.456
2018,"YTD",14013,"Sullivan, Chandon","PHI",14,"1",4.667,"DB","DB",-5.895,-5.895
2018,"YTD",13841,"Crossen, Keion","NEP",14,"1",1.273,"DB","DB",-9.289,-9.289
2018,"YTD",10831,"Wilber, Kyle","OAK",14,"1",1,"LB","LB",-9,-8.312
2018,"YTD",13512,"Cox, Bryan","CAR",14,"1",1.273,"DL","DL",-8.31,-6.789
2018,"YTD",13202,"Lawson, Carl","CIN",14,"1",1.75,"DL","DL",-7.833,-6.312
2018,"YTD",13694,"Settle, Tim","WAS",14,"1",0.875,"DL","DL",-8.708,-7.187
2018,"YTD",10849,"Goode, Najee","IND",14,"1",0.875,"LB","LB",-9.125,-8.437
2019,"YTD",14154,"Nelson, Anthony","TBB",14,"1",1.556,"LB","LB",-8.319,-7.632
2019,"YTD",14153,"Allen, Zach","ARI",14,"0",3.5,"DL","DL",-3.75,-5.375
2019,"YTD",12244,"Hager, Bryce","LAR",14,"1",2.8,"LB","LB",-7.075,-6.388
2019,"YTD",13328,"Taylor, Vincent","BUF",14,"1",4.667,"DL","DL",-2.583,-4.208
2020,"YTD",14980,"Brown, Cam","NYG",14,"1",0.933,"LB","LB",-10.452,-8.134
2020,"YTD",14379,"Woods, Josh","CHI",14,"1",0.933,"LB","LB",-10.452,-8.134
2020,"YTD",15222,"Ward, Tim","KCC",14,"1",14,"DL","DL",6.667,6.375
2020,"YTD",12474,"McGill, T.Y.","PHI",14,"1",2,"DL","DL",-5.333,-5.625
2017,"YTD",12655,"Carroo, Leonte","MIA",13.9,"0",1.069,"WR","WR",-9.558,-9.558
2020,"YTD",15035,"Wolford, John","LAR",13.84,"1",13.84,"QB","QB",-4.687,-4.687
2019,"YTD",13675,"Conklin, Tyler","MIN",13.8,"1",0.92,"TE","TE",-7.642,-7.642
2020,"YTD",13585,"Zylstra, Brandon","CAR",13.78,"1",0.861,"WR","WR",-10.633,-10.633
2019,"YTD",7401,"Roethlisberger, Ben","PIT",13.74,"0",6.87,"QB","QB",-10.173,-10.173
2018,"YTD",12685,"Perkins, Joshua","PHI",13.7,"1",1.522,"TE","TE",-6.641,-6.641
2020,"YTD",14315,"Dulin, Ashton","IND",13.69,"1",1.053,"WR","WR",-10.441,-10.441
2017,"YTD",10735,"Quick, Brian","WAS",13.6,"1",1.36,"WR","WR",-9.267,-9.267
2018,"YTD",11701,"Grimble, Xavier","PIT",13.6,"1",0.85,"TE","TE",-7.313,-7.313
2020,"YTD",14118,"Humphrey, Lil'Jordan","NOS",13.6,"1",4.533,"WR","WR",-6.961,-6.961
2020,"YTD",14650,"Vizcaino, Tristan","FA",13.6,"1",13.6,"PK","PK",5.031,5.031
2020,"YTD",13416,"Walker, P.J.","CAR",13.52,"1",3.38,"QB","QB",-15.147,-15.147
2019,"YTD",13893,"Sherfield, Trent","ARI",13.45,"1",0.841,"WR","WR",-10.253,-10.253
2018,"YTD",12319,"Nelson, J.J.","ARI",13.4,"1",0.957,"WR","WR",-9.366,-9.366
2017,"YTD",13512,"Cox, Bryan","CAR",13.39,"1",2.232,"DL","DL",-5.368,-5.456
2019,"YTD",14555,"Olszewski, Gunner","NEP",13.35,"1",1.669,"WR","WR",-9.425,-9.425
2019,"YTD",10354,"Stocker, Luke","ATL",13.3,"1",0.887,"TE","TE",-7.675,-7.675
2020,"YTD",10354,"Stocker, Luke","ATL",13.3,"1",0.831,"TE","TE",-9.548,-9.548
2020,"YTD",14096,"Ozigbo, Devine","JAC",13.3,"0",1.663,"RB","RB",-8.352,-8.352
2018,"YTD",12177,"White, Kevin","CHI",13.2,"1",1.467,"WR","WR",-8.856,-8.856
2018,"YTD",12955,"Manhertz, Chris","CAR",13.2,"1",0.825,"TE","TE",-7.338,-7.338
2019,"YTD",12823,"Watt, Derek","LAC",13.2,"1",0.825,"RB","RB",-8.863,-8.863
2019,"YTD",10398,"Smith, Lee","BUF",13.1,"1",0.819,"TE","TE",-7.743,-7.743
2017,"YTD",13375,"Bolden, Victor","SFO",13.03,"1",1.448,"WR","WR",-9.179,-9.179
2017,"YTD",13270,"Moreau, Fabian","WAS",13,"1",0.812,"DB","DB",-9.644,-9.644
2017,"YTD",12178,"Coates, Sammie","CLE",13,"1",1.083,"WR","WR",-9.544,-9.544
2017,"YTD",12295,"Geathers, Clayton","IND",13,"0",2.6,"DB","DB",-7.856,-7.856
2017,"YTD",11286,"Jenkins, John","CHI",13,"1",1.625,"DL","DL",-5.975,-6.063
2017,"YTD",10149,"Brock, Tramaine","MIN",13,"1",1.182,"DB","DB",-9.274,-9.274
2017,"YTD",10354,"Stocker, Luke","TEN",13,"1",1.083,"TE","TE",-7.28,-7.28
2017,"YTD",12529,"Peters, Brian","HOU",13,"1",0.812,"LB","LB",-8.876,-10.573
2017,"YTD",12827,"Miller, Harlan","ARI",13,"1",2.6,"DB","DB",-7.856,-7.856
2018,"YTD",12525,"Thomas, Joe","DAL",13,"1",1.3,"LB","LB",-8.7,-8.012
2018,"YTD",13914,"Herndon, Tre","JAC",13,"1",1.182,"DB","DB",-9.38,-9.38
2018,"YTD",13258,"Walker, DeMarcus","DEN",13,"1",4.333,"DL","DL",-5.25,-3.729
2018,"YTD",13913,"Niemann, Ben","KCC",13,"1",0.929,"LB","LB",-9.071,-8.383
2019,"YTD",11719,"McCullers, Daniel","PIT",13,"1",0.812,"DL","DL",-6.438,-8.063
2019,"YTD",13220,"Riley, Duke","PHI",13,"1",0.812,"LB","LB",-9.063,-8.376
2019,"YTD",12733,"March, Justin","DAL",13,"1",0.812,"LB","LB",-9.063,-8.376
2019,"YTD",13952,"Luvu, Frankie","NYJ",13,"1",1,"LB","LB",-8.875,-8.188
2019,"YTD",14027,"James, Craig","PHI",13,"1",1,"DB","DB",-9.125,-9.125
2019,"YTD",13941,"Stallworth, Taylor","NOS",13,"1",3.25,"DL","DL",-4,-5.625
2019,"YTD",14248,"Keke, Kingsley","GBP",13,"1",0.929,"DL","DL",-6.321,-7.946
2020,"YTD",11462,"Reynolds, LaRoy","ATL",13,"1",0.812,"LB","LB",-10.573,-8.255
2020,"YTD",15014,"Keyes, Thakarius","KCC",13,"1",1.625,"DB","DB",-10.661,-10.661
2020,"YTD",14966,"Hudson, Khaleke","WAS",13,"1",0.812,"LB","LB",-10.573,-8.255
2020,"YTD",13271,"Rivers, Derek","LAR",13,"1",1,"DL","DL",-6.333,-6.625
2020,"YTD",14579,"Orr, Kareem","TEN",13,"1",2.6,"DB","DB",-9.686,-9.686
2020,"YTD",11821,"Smith, Chris","LVR",13,"1",1.625,"LB","LB",-5.708,-6
2020,"YTD",13502,"Hamilton, Justin","DAL",13,"1",1.3,"DL","DL",-6.033,-6.325
2020,"YTD",13410,"Yarbrough, Eddie","MIN",13,"1",3.25,"DL","DL",-4.083,-4.375
2020,"YTD",14043,"Leavitt, Dallin","LVR",13,"1",2.167,"DB","DB",-10.119,-10.119
2020,"YTD",15004,"Thomas-Oliver, Stantley","CAR",13,"1",1.3,"DB","DB",-10.986,-10.986
2017,"YTD",11384,"Sturgis, Caleb","PHI",12.9,"1",12.9,"PK","PK",3.978,3.978
2019,"YTD",14103,"Ridley, Riley","CHI",12.9,"0",2.58,"WR","WR",-8.514,-8.514
2019,"YTD",13239,"Penny, Elijhaa","NYG",12.8,"1",0.8,"RB","RB",-8.888,-8.888
2017,"YTD",13452,"Edmunds, Trey","NOS",12.75,"1",0.797,"RB","RB",-8.497,-8.497
2018,"YTD",13675,"Conklin, Tyler","MIN",12.7,"1",0.794,"TE","TE",-7.369,-7.369
2020,"YTD",12152,"Coleman, Tevin","SFO",12.7,"0",1.587,"RB","RB",-8.428,-8.428
2019,"YTD",13963,"Hodge, KhaDarel","CLE",12.6,"1",0.787,"WR","WR",-10.307,-10.307
2018,"YTD",13616,"Walton, Mark","CIN",12.5,"0",0.893,"RB","RB",-13.107,-13.107
2018,"YTD",12857,"Washington, DeAndre","OAK",12.4,"0",1.24,"RB","RB",-12.76,-12.76
2018,"YTD",13445,"Auclair, Antony","TBB",12.37,"1",0.773,"TE","TE",-7.39,-7.39
2017,"YTD",11212,"Hunter, Justin","PIT",12.3,"1",1.757,"WR","WR",-8.87,-8.87
2018,"YTD",13809,"Gage, Russell","ATL",12.3,"1",0.82,"WR","WR",-9.503,-9.503
2019,"YTD",13653,"Foster, Robert","BUF",12.3,"1",0.946,"WR","WR",-10.148,-10.148
2020,"YTD",14848,"Proche, James","BAL",12.3,"1",0.879,"WR","WR",-10.615,-10.615
2018,"YTD",12660,"Cooper, Pharoh","ARI",12.26,"1",1.751,"WR","WR",-8.572,-8.572
2020,"YTD",11448,"Harris, Demetrius","CHI",12.19,"1",0.813,"TE","TE",-9.566,-9.566
2019,"YTD",13652,"Wilson, Cedrick","DAL",12.17,"1",2.028,"WR","WR",-9.066,-9.066
2018,"YTD",13619,"Kelly, John","LAR",12.1,"0",3.025,"RB","RB",-10.975,-10.975
2020,"YTD",13862,"Cracraft, River","SFO",12.1,"1",1.344,"WR","WR",-10.15,-10.15
2017,"YTD",11460,"McCray, Lerentee","JAC",12,"1",0.923,"DL","DL",-6.677,-6.765
2017,"YTD",13203,"Rochell, Isaac","LAC",12,"1",4,"DL","DL",-3.6,-3.688
2018,"YTD",13818,"Armstrong, Cornell","MIA",12,"1",0.8,"DB","DB",-9.762,-9.762
2018,"YTD",13466,"Burgess, James","FA",12,"1",4,"LB","LB",-6,-5.312
2018,"YTD",13785,"Neal, Siran","BUF",12,"1",0.75,"DB","DB",-9.812,-9.812
2018,"YTD",13788,"Jamerson, Natrell","GBP",12,"1",1,"DB","DB",-9.562,-9.562
2019,"YTD",13460,"Ankou, Eli","CLE",12,"1",1.333,"DL","DL",-5.917,-7.542
2019,"YTD",14716,"Harris, Jonathan","DEN",12,"1",2.4,"DL","DL",-4.85,-6.475
2019,"YTD",13444,"Munson, Calvin","MIA",12,"1",6,"LB","LB",-3.875,-3.188
2019,"YTD",14236,"Amadi, Ugo","SEA",12,"1",0.75,"DB","DB",-9.375,-9.375
2019,"YTD",10315,"Reed, Brooks","ARI",12,"1",1.333,"LB","LB",-8.542,-7.855
2019,"YTD",12775,"Smith, Ryan","TBB",12,"1",1,"DB","DB",-9.125,-9.125
2019,"YTD",13708,"Jackson, Josh","GBP",12,"1",0.857,"DB","DB",-9.268,-9.268
2019,"YTD",12957,"Crawley, Ken","OAK",12,"1",2.4,"DB","DB",-7.725,-7.725
2019,"YTD",14026,"Kalu, Joshua","TEN",12,"1",1.714,"DB","DB",-8.411,-8.411
2019,"YTD",13491,"Hardee, Justin","NOS",12,"1",0.75,"DB","DB",-9.375,-9.375
2019,"YTD",13683,"Hand, Da'Shawn","DET",12,"1",4,"DL","DL",-3.25,-4.875
2019,"YTD",10465,"Smith, Malcolm","DAL",12,"1",3,"LB","LB",-6.875,-6.188
2020,"YTD",14937,"Agim, McTelvin","DEN",12,"1",1.2,"DL","DL",-6.133,-6.425
2020,"YTD",14954,"Hawkins, Jaylinn","ATL",12,"1",1,"DB","DB",-11.286,-11.286
