"franchise_id","season","unit","grouping","personnel","grouping_order","xmax","xmin","ymin","ymax","xcenter","ycenter","position","count","x","xoffset","y","yoffset","is_to_big","A","is_biggest"
"0007",2022,"defense","243","11403",2,1,0.923076923076923,0,1,0.961538461538462,0.5,"LB",4,1.28153846153846,1.09653846153846,0.5,0.5,9,0.0769230769230769,0
"0007",2022,"defense","243","11403",2,1,0.923076923076923,0,1,0.961538461538462,0.5,"S",3,1.04153846153846,0.896538461538462,0.66,0.66,9,0.0769230769230769,0
"0007",2022,"defense","243","11403",2,1,0.923076923076923,0,1,0.961538461538462,0.5,"S",3,1.12153846153846,0.976538461538462,0.66,0.66,9,0.0769230769230769,0
"0007",2022,"defense","243","11403",2,1,0.923076923076923,0,1,0.961538461538462,0.5,"S",3,1.20153846153846,1.05653846153846,0.66,0.66,9,0.0769230769230769,0
"0007",2016,"defense","243","11421",2,1,0.791666666666667,0.4,0.8,0.895833333333333,0.6,"CB",2,0.975833333333333,0.870833333333333,0.68,0.68,8,0.0833333333333333,0
"0007",2016,"defense","243","11421",2,1,0.791666666666667,0.4,0.8,0.895833333333333,0.6,"CB",2,1.05583333333333,0.950833333333333,0.68,0.68,8,0.0833333333333333,0
"0007",2016,"defense","243","11421",2,1,0.791666666666667,0.4,0.8,0.895833333333333,0.6,"DE",1,0.975833333333333,0.910833333333333,0.52,0.52,8,0.0833333333333333,0
"0007",2016,"defense","243","11421",2,1,0.791666666666667,0.4,0.8,0.895833333333333,0.6,"DT",1,0.975833333333333,0.910833333333333,0.44,0.44,8,0.0833333333333333,0
"0007",2016,"defense","243","11421",2,1,0.791666666666667,0.4,0.8,0.895833333333333,0.6,"LB",4,0.975833333333333,0.790833333333333,0.6,0.6,8,0.0833333333333333,0
"0007",2016,"defense","243","11421",2,1,0.791666666666667,0.4,0.8,0.895833333333333,0.6,"LB",4,1.05583333333333,0.870833333333333,0.6,0.6,8,0.0833333333333333,0
"0007",2016,"defense","243","11421",2,1,0.791666666666667,0.4,0.8,0.895833333333333,0.6,"LB",4,1.13583333333333,0.950833333333333,0.6,0.6,8,0.0833333333333333,0
"0007",2016,"defense","243","11421",2,1,0.791666666666667,0.4,0.8,0.895833333333333,0.6,"LB",4,1.21583333333333,1.03083333333333,0.6,0.6,8,0.0833333333333333,0
"0007",2016,"defense","243","11421",2,1,0.791666666666667,0.4,0.8,0.895833333333333,0.6,"S",1,0.975833333333333,0.910833333333333,0.76,0.76,8,0.0833333333333333,0
"0007",2018,"defense","252","11502",1,0.75,0,0.666666666666667,1,0.375,0.833333333333333,"DE",1,0.455,0.39,0.753333333333333,0.753333333333333,2,0.25,0
"0007",2018,"defense","252","11502",1,0.75,0,0.666666666666667,1,0.375,0.833333333333333,"DT",1,0.455,0.39,0.673333333333333,0.673333333333333,2,0.25,0
"0007",2018,"defense","252","11502",1,0.75,0,0.666666666666667,1,0.375,0.833333333333333,"LB",5,0.455,0.23,0.833333333333333,0.833333333333333,2,0.25,0
"0007",2018,"defense","252","11502",1,0.75,0,0.666666666666667,1,0.375,0.833333333333333,"LB",5,0.535,0.31,0.833333333333333,0.833333333333333,2,0.25,0
"0007",2018,"defense","252","11502",1,0.75,0,0.666666666666667,1,0.375,0.833333333333333,"LB",5,0.615,0.39,0.833333333333333,0.833333333333333,2,0.25,0
"0007",2018,"defense","252","11502",1,0.75,0,0.666666666666667,1,0.375,0.833333333333333,"LB",5,0.695,0.47,0.833333333333333,0.833333333333333,2,0.25,0
"0007",2018,"defense","252","11502",1,0.75,0,0.666666666666667,1,0.375,0.833333333333333,"LB",5,0.775,0.55,0.833333333333333,0.833333333333333,2,0.25,0
"0007",2018,"defense","252","11502",1,0.75,0,0.666666666666667,1,0.375,0.833333333333333,"S",2,0.455,0.35,0.993333333333333,0.993333333333333,2,0.25,0
"0007",2018,"defense","252","11502",1,0.75,0,0.666666666666667,1,0.375,0.833333333333333,"S",2,0.535,0.43,0.993333333333333,0.993333333333333,2,0.25,0
"0007",2021,"offense","3","232",2,1,0.692307692307692,0,1,0.846153846153846,0.5,"RB",2,0.926153846153846,0.821153846153846,0.42,0.42,4,0.307692307692308,0
"0007",2021,"offense","3","232",2,1,0.692307692307692,0,1,0.846153846153846,0.5,"RB",2,1.00615384615385,0.901153846153846,0.42,0.42,4,0.307692307692308,0
"0007",2021,"offense","3","232",2,1,0.692307692307692,0,1,0.846153846153846,0.5,"TE",2,0.926153846153846,0.821153846153846,0.5,0.5,4,0.307692307692308,0
"0007",2021,"offense","3","232",2,1,0.692307692307692,0,1,0.846153846153846,0.5,"TE",2,1.00615384615385,0.901153846153846,0.5,0.5,4,0.307692307692308,0
"0007",2021,"offense","3","232",2,1,0.692307692307692,0,1,0.846153846153846,0.5,"WR",3,0.926153846153846,0.781153846153846,0.58,0.58,4,0.307692307692308,0
"0007",2021,"offense","3","232",2,1,0.692307692307692,0,1,0.846153846153846,0.5,"WR",3,1.00615384615385,0.861153846153846,0.58,0.58,4,0.307692307692308,0
"0007",2021,"offense","3","232",2,1,0.692307692307692,0,1,0.846153846153846,0.5,"WR",3,1.08615384615385,0.941153846153846,0.58,0.58,4,0.307692307692308,0
"0007",2018,"offense","4","241",1,0.916666666666667,0,0,1,0.458333333333333,0.5,"RB",2,0.538333333333333,0.433333333333333,0.42,0.42,0,0.916666666666667,1
"0007",2018,"offense","4","241",1,0.916666666666667,0,0,1,0.458333333333333,0.5,"RB",2,0.618333333333333,0.513333333333333,0.42,0.42,0,0.916666666666667,1
"0007",2018,"offense","4","241",1,0.916666666666667,0,0,1,0.458333333333333,0.5,"TE",1,0.538333333333333,0.473333333333333,0.5,0.5,0,0.916666666666667,1
"0007",2018,"offense","4","241",1,0.916666666666667,0,0,1,0.458333333333333,0.5,"WR",4,0.538333333333333,0.353333333333333,0.58,0.58,0,0.916666666666667,1
"0007",2018,"offense","4","241",1,0.916666666666667,0,0,1,0.458333333333333,0.5,"WR",4,0.618333333333333,0.433333333333333,0.58,0.58,0,0.916666666666667,1
"0007",2018,"offense","4","241",1,0.916666666666667,0,0,1,0.458333333333333,0.5,"WR",4,0.698333333333333,0.513333333333333,0.58,0.58,0,0.916666666666667,1
"0007",2018,"offense","4","241",1,0.916666666666667,0,0,1,0.458333333333333,0.5,"WR",4,0.778333333333333,0.593333333333333,0.58,0.58,0,0.916666666666667,1
"0007",2017,"offense","3","331",2,0.75,0,0,0.777777777777778,0.375,0.388888888888889,"RB",3,0.455,0.31,0.308888888888889,0.308888888888889,0,0.583333333333333,0
"0007",2017,"offense","3","331",2,0.75,0,0,0.777777777777778,0.375,0.388888888888889,"RB",3,0.535,0.39,0.308888888888889,0.308888888888889,0,0.583333333333333,0
"0007",2017,"offense","3","331",2,0.75,0,0,0.777777777777778,0.375,0.388888888888889,"RB",3,0.615,0.47,0.308888888888889,0.308888888888889,0,0.583333333333333,0
"0007",2017,"offense","3","331",2,0.75,0,0,0.777777777777778,0.375,0.388888888888889,"TE",1,0.455,0.39,0.388888888888889,0.388888888888889,0,0.583333333333333,0
"0007",2017,"offense","3","331",2,0.75,0,0,0.777777777777778,0.375,0.388888888888889,"WR",3,0.455,0.31,0.468888888888889,0.468888888888889,0,0.583333333333333,0
"0007",2017,"offense","3","331",2,0.75,0,0,0.777777777777778,0.375,0.388888888888889,"WR",3,0.535,0.39,0.468888888888889,0.468888888888889,0,0.583333333333333,0
"0007",2017,"offense","3","331",2,0.75,0,0,0.777777777777778,0.375,0.388888888888889,"WR",3,0.615,0.47,0.468888888888889,0.468888888888889,0,0.583333333333333,0
